Year,RoundNumber,EventName,Driver,current_lap,total_laps,stint_number,compound,stint_length,pace_delta_3lap,pace_delta_5lap,Position,gap_ahead,gap_behind,pit_stop_count,safety_car_active,track_temp,rain,label
2020,1,Austrian Grand Prix,ALB,7.0,67.0,1.0,0,10.0,-0.0149999999999958,-0.1107999999999975,3.0,0.2310000000000087,0.1070000000000135,0,False,52.025,False,1
2020,1,Austrian Grand Prix,ALB,8.0,67.0,1.0,0,11.0,0.0789999999999982,0.0140000000000014,3.0,0.1110000000000042,0.1470000000000055,0,False,52.025,False,1
2020,1,Austrian Grand Prix,ALB,9.0,67.0,1.0,0,12.0,0.1616666666666665,0.0314000000000021,6.0,0.777000000000001,0.1999999999999886,0,False,52.025,False,1
2020,1,Austrian Grand Prix,ALB,10.0,67.0,1.0,0,13.0,0.099999999999999,0.1391999999999996,6.0,0.9240000000000066,0.0789999999999935,0,False,52.025,False,1
2020,1,Austrian Grand Prix,ALB,11.0,67.0,1.0,0,14.0,0.1443333333333309,0.1113999999999975,5.0,0.9399999999999976,0.1530000000000058,0,False,52.025,False,1
2020,1,Austrian Grand Prix,ALB,12.0,67.0,1.0,0,15.0,-0.0623333333333372,0.0029999999999972,5.0,0.7769999999999868,0.2290000000000134,0,False,52.025,False,1
2020,1,Austrian Grand Prix,ALB,13.0,67.0,1.0,0,16.0,-0.0670000000000025,0.0515999999999991,5.0,0.8310000000000031,0.0769999999999981,0,False,52.025,False,1
2020,1,Austrian Grand Prix,ALB,14.0,67.0,1.0,0,17.0,0.001,0.0149999999999977,5.0,0.9539999999999936,0.0559999999999973,0,False,52.025,False,1
2020,1,Austrian Grand Prix,ALB,15.0,67.0,1.0,0,18.0,0.0413333333333364,-0.0322000000000002,5.0,0.9470000000000028,0.0870000000000033,0,False,52.025,False,1
2020,1,Austrian Grand Prix,ALB,16.0,67.0,1.0,0,19.0,0.0650000000000024,0.004000000000002,5.0,0.7620000000000005,0.0900000000000034,0,False,52.025,False,1
2020,1,Austrian Grand Prix,ALB,17.0,67.0,1.0,0,20.0,-0.0629999999999976,0.0146000000000015,5.0,0.5700000000000074,0.0370000000000061,0,False,52.025,False,1
2020,1,Austrian Grand Prix,ALB,18.0,67.0,1.0,0,21.0,0.0166666666666657,0.0180000000000006,5.0,0.6410000000000053,0.1089999999999946,0,False,52.025,False,1
